"domain","firstList","firstCard","firstShortLink","url","status","contentType"
"docs.google.com","Информация","Карта проекта для YouDate","YTbUpXyP","https://docs.google.com/spreadsheets/d/1y8Gt8u1a_UAHdkr2XMJXSFGhlbJLMgsN9BBlySkhZMQ/edit?usp=sharing","200","text/html; charset=utf-8"
"drive.google.com","Не актуально","Case 8 - обновить дизайн","xKSQx2yH","https://drive.google.com/drive/folders/1c9Sj-tFT4F_EM4g2BukXQ5GpnxzSqInA","200","text/html; charset=utf-8"
"drive.google.com","На проверке","Макеты для почтовых рассылок (ИИ)","RX4P6jw5","https://drive.google.com/drive/folders/1CRoOqYaxaJKH7PWykYakqGaN9sS6qpuP?usp=sharing","200","text/html; charset=utf-8"
"drive.google.com","Архив (Выполнено)","Платная консультация по эзотерике (как клиент)","1jG8Hv4M","https://drive.google.com/drive/folders/1n10IbWQ_FL3WO5txJ4fwwE0MVW5Abirk?usp=sharing","200","text/html; charset=utf-8"
"drive.google.com","Архив (Выполнено)","Платная консультация по эзотерике (как клиент)","1jG8Hv4M","https://drive.google.com/drive/folders/1tJlZNHBfLILszKGbxkACl1xwFHmEZtSd?usp=sharing","200","text/html; charset=utf-8"
"drive.google.com","План на март","Описание функционала по проекту nebula / pbexpert.pro","vg9MhRVz","https://drive.google.com/drive/u/0/folders/1lcNSSidGUwdye--UTFvzyUyKelgUU48v","200","text/html; charset=utf-8"
"drive.google.com","Архив (Выполнено)","Адаптация обучающего материала от Nebula","Z3gdn6rU","https://drive.google.com/file/d/194wW-mBYI9rrF3dSW_MAdvGpyrENZnYu/view?usp=drive_link","200","text/html; charset=utf-8"
"drive.google.com","Архив (Выполнено)","Тестовая среда для программиста","eZoNmx3h","https://drive.google.com/file/d/19z-k8CClRabrseJ1z3_3JPZAQZG7lqTl/view?usp=sharing","200","text/html; charset=utf-8"
"drive.google.com","Архив (Выполнено)","Тестовая среда для прогера по yii2","FmvNeaOx","https://drive.google.com/file/d/1AS65cywsSVxwhy4Lt8-9Ks7YFqnWrEvu/view?usp=drive_link","200","text/html; charset=utf-8"
"drive.google.com","Архив (Выполнено)","Адаптация обучающего материала от Nebula","Z3gdn6rU","https://drive.google.com/file/d/1hA6lgkl5jrAm4CZHMEg3QDjZYtroxIoS/view?usp=drive_link","200","text/html; charset=utf-8"
"drive.google.com","Архив (Выполнено)","Купить шаблоны сайтов","VrcCVwIe","https://drive.google.com/file/d/1SbS6OhFBPVO-_1vQxgKw6-YT7nCtcc3X/view?usp=sharing","200","text/html; charset=utf-8"
"drive.google.com","Архив (Выполнено)","Адаптация обучающего материала от Nebula","Z3gdn6rU","https://drive.google.com/file/d/1T56x1IRC2rOkduvLJtFroUdg17nKWVfN/view?usp=drive_link","200","text/html; charset=utf-8"
"github.com","Полка (Когда-нибудь)","Развернуть чат боты","0GdHnH4S","https://github.com/AlexanderLukash/dating-telegram-bot-webapp","200","text/html; charset=utf-8"
"github.com","Полка (Когда-нибудь)","ТЗ чат-бота по S (финал)","DGaGZWpm","https://github.com/devvsima/dating-bot","200","text/html; charset=utf-8"
"github.com","Полка (Когда-нибудь)","Развернуть чат боты","0GdHnH4S","https://github.com/immarklitvinov/telegram_dating_bot","200","text/html; charset=utf-8"
"github.com","Фоновые задачи","Найти готовый чат-бот на PHP","b4r95XGk","https://github.com/Nikidzawa/GorodX_Telebot","200","text/html; charset=utf-8"
"github.com","Полка (Когда-нибудь)","Развернуть чат боты","0GdHnH4S","https://github.com/Synthintel0/MyGirlGPT","200","text/html; charset=utf-8"
"russianhugs.com","Не актуально","Case 8 - обновить дизайн","xKSQx2yH","https://russianhugs.com","200","text/html"
"russianhugs.com","Полка (Когда-нибудь)","Перевод стран/городов","OF6o5Az4","https://russianhugs.com/admin-cp/edit-country?id=250","200","text/html"
"russianhugs.com","Не актуально","Устранить баг по сохранению изменений в языке в панеле администратора","ytzHZP17","https://russianhugs.com/admin-cp/edit-lang?id=russian","200","text/html"
"russianhugs.com","Не актуально","Дает создавать дубли стран","RqZgUOP9","https://russianhugs.com/admin-cp/manage-countries","200","text/html"
"russianhugs.com","Не актуально","Case 66 - страница контроля","TJQkuYho","https://russianhugs.com/admin-cp/manage-own-users","200","text/html"
"russianhugs.com","Backend in process","Case 56 - аналитика партнеров","f4W5rcCq","https://russianhugs.com/admin-cp/manage-partners","200","text/html"
"russianhugs.com","Не актуально","Общий план","0oCdlola","https://russianhugs.com/admin-cp/manage-photos","200","text/html"
"russianhugs.com","Не актуально","Общий план","0oCdlola","https://russianhugs.com/admin-cp/manage-users","200","text/html"
"russianhugs.com","Backend in process","Case 56 - аналитика партнеров","f4W5rcCq","https://russianhugs.com/admin-cp/partners-earnings-accruals","200","text/html"
"russianhugs.com","Backend in process","Case 64 - авторизация ТГ","04tGMQ4T","https://russianhugs.com/admin-cp/social-login","200","text/html"
"russianhugs.com","Не актуально","Case 66 - страница контроля","TJQkuYho","https://russianhugs.com/admin-cp/users-interactions","200","text/html"
"russianhugs.com","Полка (Когда-нибудь)","Case 41 - реакции","wWQyoquC","https://russianhugs.com/liked","200","text/html"
"russianhugs.com","Backend in process","Case 64 - авторизация ТГ","04tGMQ4T","https://russianhugs.com/login","200","text/html"
"russianhugs.com","Не актуально","Case 8 - обновить дизайн","xKSQx2yH","https://russianhugs.com/pro","200","text/html"
"russianhugs.com","Полка (Когда-нибудь)","Case 41 - реакции","wWQyoquC","https://russianhugs.com/profile/sveta23467","200","text/html"
"russianhugs.com","Не актуально","8.	Не корректно отображается перевод русского текста на странице “Найти совпадения”","BPRH5CTK","https://russianhugs.com/settings-profile/","200","text/html"
"russianhugs.com","Backend in process","Case 63 - API map / geo","0F1rgMNQ","https://russianhugs.com/settings-profile/admin1","200","text/html"
"russianhugs.com","Backend in process","Case 64 - авторизация ТГ","04tGMQ4T","https://russianhugs.com/settings/u_51ce190c8","200","text/html"
"www.figma.com","Архив (Выполнено)","Работа с дизайнером по страницам H","5npGPUSO","https://www.figma.com/design/0bHuDBrirrsNg6ryxSPOgy/OLLYA?node-id=0-1&p=f","200","text/html;charset=utf-8"
"www.figma.com","Архив (Выполнено)","Работа с дизайнером по страницам H","SbEOcTaR","https://www.figma.com/design/0bHuDBrirrsNg6ryxSPOgy/OLLYA?node-id=0-1&p=f&t=ANyjcnvgXV4vW1XY-0","200","text/html;charset=utf-8"
"www.figma.com","Архив (Выполнено)","Работа с дизайнером по страницам H","5npGPUSO","https://www.figma.com/design/0bHuDBrirrsNg6ryxSPOgy/OLLYA?node-id=0-1&p=f&t=mLbAhy1WNK1Xky0q-0","200","text/html;charset=utf-8"
"www.figma.com","План на октябрь","Найти Дизайнера для ХАГС и запустить процесс редизайна.","NQRdYkmh","https://www.figma.com/design/FBjvFqGlYIVTe6jE6o0JSC/new-rh?node-id=0-1&m=dev&t=xBGTTVlfwrBoQEHl-1","200","text/html;charset=utf-8"
"www.figma.com","План на октябрь","Найти Дизайнера для ХАГС и запустить процесс редизайна.","NQRdYkmh","https://www.figma.com/design/Kl3BJHNEWvUV6eqmbn1RIz/Untitled?node-id=0-1&node-type=canvas&t=8BkwJjjRwEFCefSn-0","200","text/html;charset=utf-8"
"www.figma.com","План на октябрь","Найти Дизайнера для ХАГС и запустить процесс редизайна.","NQRdYkmh","https://www.figma.com/design/qFtgrOGCFiP6NX7ngr8qKq/%D0%9F%D0%BE%D0%B8%D1%81%D0%BA-%D1%80%D0%B5%D0%BF%D0%B5%D1%82%D0%B8%D1%82%D0%BE%D1%80%D0%B0?node-id=301-6563&node-type=frame&t=Wgja7pCIuBXg4Dlm-0","200","text/html;charset=utf-8"
"www.figma.com","Фоновые задачи","Дизайн лендинга Антоном","VzWZEa6e","https://www.figma.com/design/RwxYQBLDns7T9X3bnVmVBl/YouDate?node-id=0-1&p=f&t=IP7jJYvBCaR8qOZ2-0","200","text/html;charset=utf-8"
"www.figma.com","Архив (Выполнено)","Макет главной страницы S","kmkP67pK","https://www.figma.com/design/RwxYQBLDns7T9X3bnVmVBl/YouDate?node-id=0-1&p=f&t=jsRJURyopBY1mJc7-0","200","text/html;charset=utf-8"
"www.figma.com","Архив (Выполнено)","Дизайн и функционал сторисов.","0KaDDgWe","https://www.figma.com/design/RwxYQBLDns7T9X3bnVmVBl/YouDate?node-id=403-2391&p=f&t=42B92YG1bua5NZ71-0","200","text/html;charset=utf-8"
"www.figma.com","План на март","Пробная верстка дизайна страниц Nebula","uLoe5Euq","https://www.figma.com/design/SYrR02E7Ol6szJD4AbFDkE/%D0%9D%D0%95%D0%91%D0%A3%D0%9B%D0%90-v.01-03-2026?node-id=0-1&t=XaZnNwBwGpssXKsi-1","200","text/html;charset=utf-8"
"www.figma.com","План на ноябрь","Разработка дизайна сайта NEBULA","IZI4uF30","https://www.figma.com/proto/91KU4ORjZ5mQUv9PvsucGV/%D0%9D%D0%95%D0%91%D0%A3%D0%9B%D0%90?node-id=22-415&t=WQrvx4EeCvR9zIXg-1","200","text/html;charset=utf-8"
"www.figma.com","Архив (Выполнено)","Макет главной страницы S","kmkP67pK","https://www.figma.com/proto/RwxYQBLDns7T9X3bnVmVBl/YouDate?node-id=215-1900&t=5dsHltBFpua4b722-0&scaling=min-zoom&content-scaling=fixed&page-id=0%3A1","200","text/html;charset=utf-8"
"www.figma.com","Архив (Выполнено)","Макет главной страницы S","kmkP67pK","https://www.figma.com/proto/RwxYQBLDns7T9X3bnVmVBl/YouDate?node-id=215-1900&t=EEJqxPFEb7JZ1KIl-0&scaling=min-zoom&content-scaling=fixed&page-id=0%3A1","200","text/html;charset=utf-8"
"www.figma.com","Архив (Выполнено)","Макет главной страницы S","kmkP67pK","https://www.figma.com/proto/RwxYQBLDns7T9X3bnVmVBl/YouDate?node-id=215-9932&t=5Ej4rCGGRHHhDU6p-0&scaling=min-zoom&content-scaling=fixed&page-id=0%3A1","200","text/html;charset=utf-8"
"www.figma.com","Архив (Выполнено)","Макет главной страницы S","kmkP67pK","https://www.figma.com/proto/RwxYQBLDns7T9X3bnVmVBl/YouDate?node-id=51-1693&t=EEJqxPFEb7JZ1KIl-0&scaling=min-zoom&content-scaling=fixed&page-id=0%3A1","200","text/html;charset=utf-8"
"www.kasamba.com","Архив (Выполнено)","Платная консультация по эзотерике (как клиент)","1jG8Hv4M","https://www.kasamba.com/","200","text/html; charset=utf-8"
"www.purplegarden.co","Архив (Выполнено)","Платная консультация по эзотерике (как клиент)","1jG8Hv4M","https://www.purplegarden.co/","200","text/html; charset=utf-8"
