"page","href","target","inside","exists"
"docs/pm-trello-intake-readiness.html","artifacts/TRELLO_FULL_INTAKE_MAP_RU.md","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\artifacts\TRELLO_FULL_INTAKE_MAP_RU.md","True","True"
"docs/pm-trello-intake-readiness.html","artifacts/NEXT_PM_PASS_READINESS_PACKET_RU.md","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\artifacts\NEXT_PM_PASS_READINESS_PACKET_RU.md","True","True"
"docs/pm-trello-intake-readiness.html","artifacts/trello-card-scan-map.csv","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\artifacts\trello-card-scan-map.csv","True","True"
"docs/pm-trello-intake-readiness.html","artifacts/trello-important-link-blockers.csv","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\artifacts\trello-important-link-blockers.csv","True","True"
"docs/pm-trello-intake-readiness.html","artifacts/trello-important-accessible-links.csv","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\artifacts\trello-important-accessible-links.csv","True","True"
"docs/pm-trello-intake-readiness.html","artifacts/trello-card-area-map.csv","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\artifacts\trello-card-area-map.csv","True","True"
"docs/project-management-model.html","../style.css","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\style.css","True","True"
"docs/project-management-model.html","../index.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\index.html","True","True"
"docs/project-management-model.html","result-publication-standard.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\result-publication-standard.html","True","True"
"docs/project-management-model.html","artifacts/PM_PROJECT_MANAGEMENT_MODEL_RU.md","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\artifacts\PM_PROJECT_MANAGEMENT_MODEL_RU.md","True","True"
"docs/qa-standard.html","../style.css","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\style.css","True","True"
"docs/qa-standard.html","../index.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\index.html","True","True"
"docs/result-publication-standard.html","../style.css","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\style.css","True","True"
"docs/result-publication-standard.html","../index.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\index.html","True","True"
"docs/result-publication-standard.html","artifacts/PM_RESULT_PUBLICATION_STANDARD_RU.md","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\artifacts\PM_RESULT_PUBLICATION_STANDARD_RU.md","True","True"
"docs/roadmap.html","../style.css","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\style.css","True","True"
"docs/roadmap.html","../cells/cell-pm-master-launch-plan-2026-06-04.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\cells\cell-pm-master-launch-plan-2026-06-04.html","True","True"
"docs/strategy-board.html","../style.css","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\style.css","True","True"
"docs/strategy-board.html","../index.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\index.html","True","True"
"docs/strategy-board.html","strategy-board.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\strategy-board.html","True","True"
"docs/strategy-board.html","../cells/cell-pm-master-launch-plan-2026-06-04.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\cells\cell-pm-master-launch-plan-2026-06-04.html","True","True"
"docs/strategy-board.html","june-plan.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\june-plan.html","True","True"
"docs/strategy-board.html","launch-readiness-architecture.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\launch-readiness-architecture.html","True","True"
"docs/strategy-board.html","evidence.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\evidence.html","True","True"
"docs/strategy-board.html","../cells/cell-pm-master-launch-plan-2026-06-04.html#platform-first","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\cells\cell-pm-master-launch-plan-2026-06-04.html","True","True"
"docs/strategy-board.html","artifacts/google-source-extract-2026-06-04/GOOGLE_STRATEGY_SOURCE_SUMMARY_RU.md","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\artifacts\google-source-extract-2026-06-04\GOOGLE_STRATEGY_SOURCE_SUMMARY_RU.md","True","True"
"docs/strategy-board.html","../cells/cell-pm-master-launch-plan-2026-06-04.html#august","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\cells\cell-pm-master-launch-plan-2026-06-04.html","True","True"
"docs/strategy-board.html","../cells/cell-pm-master-launch-plan-2026-06-04.html#july","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\cells\cell-pm-master-launch-plan-2026-06-04.html","True","True"
"docs/strategy-board.html","dependencies.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\dependencies.html","True","True"
"docs/strategy-board.html","../cells/cell-pm-master-launch-plan-2026-06-04.html#june","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\cells\cell-pm-master-launch-plan-2026-06-04.html","True","True"
"docs/strategy-board.html","admin-ops.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\admin-ops.html","True","True"
"docs/strategy-board.html","legal-content-package.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\legal-content-package.html","True","True"
"docs/strategy-board.html","../cells/cell-pm-master-launch-plan-2026-06-04.html#september","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\cells\cell-pm-master-launch-plan-2026-06-04.html","True","True"
"docs/strategy-board.html","launch-readiness-architecture.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\launch-readiness-architecture.html","True","True"
"docs/strategy-board.html","../cells/cell-pm-master-launch-plan-2026-06-04.html#september","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\cells\cell-pm-master-launch-plan-2026-06-04.html","True","True"
"docs/strategy-board.html","../cells/cell-pm-master-launch-plan-2026-06-04.html#october","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\cells\cell-pm-master-launch-plan-2026-06-04.html","True","True"
"docs/strategy-board.html","artifacts/trello-strategy-17-cards-redacted.json","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\artifacts\trello-strategy-17-cards-redacted.json","True","True"
"docs/strategy-board.html","artifacts/trello-strategy-cards-map.csv","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\artifacts\trello-strategy-cards-map.csv","True","True"
"docs/strategy-board.html","artifacts/trello-strategy-link-status.csv","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\artifacts\trello-strategy-link-status.csv","True","True"
"docs/strategy-board.html","artifacts/STRATEGY_BOARD_RU.md","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\artifacts\STRATEGY_BOARD_RU.md","True","True"
"docs/strategy-board.html","artifacts/google-source-extract-2026-06-04/GOOGLE_STRATEGY_SOURCE_SUMMARY_RU.md","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\artifacts\google-source-extract-2026-06-04\GOOGLE_STRATEGY_SOURCE_SUMMARY_RU.md","True","True"
"docs/strategy-board.html","artifacts/google-source-extract-2026-06-04/1bT41K4o6ttgIIiYYLw5PeFDxUdgDIKHyDy5BD-raiDs.csv","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\artifacts\google-source-extract-2026-06-04\1bT41K4o6ttgIIiYYLw5PeFDxUdgDIKHyDy5BD-raiDs.csv","True","True"
"docs/strategy-board.html","artifacts/google-source-extract-2026-06-04/12AU3WWm3TA7nGj2xW9i0ZqbiWB41-G8P2R9dO9L0mI0.csv","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\artifacts\google-source-extract-2026-06-04\12AU3WWm3TA7nGj2xW9i0ZqbiWB41-G8P2R9dO9L0mI0.csv","True","True"
"docs/strategy-board.html","artifacts/google-source-extract-2026-06-04/1EnF0eejr3qyLarNPTTXxpTCA62a_IpSshjyu8WYfcZo.txt","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\artifacts\google-source-extract-2026-06-04\1EnF0eejr3qyLarNPTTXxpTCA62a_IpSshjyu8WYfcZo.txt","True","True"
"docs/trello-standard.html","../style.css","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\style.css","True","True"
"docs/trello-standard.html","../index.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\index.html","True","True"
"docs/warmup-rescue.html","../style.css","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\style.css","True","True"
"docs/warmup-rescue.html","../index.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\index.html","True","True"
